threshold,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,precision_class_0,recall_class_0,f1_class_0
0.7500000000000002,0.7861271676300579,0.7694099378881988,0.9769230769230769,0.7888198757763976,0.872852233676976,0.6000624804748516,0.20930232558139536,0.75,0.32727272727272727
0.7600000000000002,0.7803468208092486,0.7663043478260869,0.9767441860465116,0.782608695652174,0.8689655172413793,0.5951970443349753,0.20454545454545456,0.75,0.32142857142857145
0.7700000000000002,0.7687861271676301,0.7600931677018634,0.9763779527559056,0.7701863354037267,0.8611111111111112,0.585727969348659,0.1956521739130435,0.75,0.3103448275862069
0.7800000000000001,0.7572254335260116,0.7538819875776397,0.976,0.7577639751552795,0.8531468531468531,0.5765734265734266,0.1875,0.75,0.3
0.7900000000000001,0.7572254335260116,0.7538819875776397,0.976,0.7577639751552795,0.8531468531468531,0.5765734265734266,0.1875,0.75,0.3
0.8000000000000002,0.7514450867052023,0.7507763975155279,0.9758064516129032,0.7515527950310559,0.8491228070175438,0.5721023871153292,0.1836734693877551,0.75,0.29508196721311475
0.8100000000000002,0.7514450867052023,0.7507763975155279,0.9758064516129032,0.7515527950310559,0.8491228070175438,0.5721023871153292,0.1836734693877551,0.75,0.29508196721311475
0.8200000000000002,0.7456647398843931,0.7476708074534162,0.975609756097561,0.7453416149068323,0.8450704225352113,0.5676965015901863,0.18,0.75,0.2903225806451613
0.8300000000000002,0.7283236994219653,0.7383540372670807,0.975,0.7267080745341615,0.8327402135231317,0.5548316452231044,0.16981132075471697,0.75,0.27692307692307694
0.8400000000000002,0.7109826589595376,0.7290372670807453,0.9743589743589743,0.7080745341614907,0.8201438848920863,0.5424248836225137,0.16071428571428573,0.75,0.2647058823529412
0.8500000000000002,0.6936416184971098,0.71972049689441,0.9736842105263158,0.6894409937888198,0.8072727272727273,0.5303969270166453,0.15254237288135594,0.75,0.2535211267605634
0.8600000000000002,0.6878612716763006,0.7166149068322981,0.9734513274336283,0.6832298136645962,0.8029197080291971,0.5264598540145986,0.15,0.75,0.25
0.8700000000000002,0.653179190751445,0.6979813664596273,0.9719626168224299,0.6459627329192547,0.7761194029850746,0.5034443168771527,0.13636363636363635,0.75,0.23076923076923078
0.8800000000000002,0.630057803468208,0.68555900621118,0.970873786407767,0.6211180124223602,0.7575757575757576,0.4885439763488544,0.12857142857142856,0.75,0.21951219512195122
0.8900000000000002,0.630057803468208,0.68555900621118,0.970873786407767,0.6211180124223602,0.7575757575757576,0.4885439763488544,0.12857142857142856,0.75,0.21951219512195122
0.9000000000000002,0.5953757225433526,0.7054865424430642,0.9789473684210527,0.577639751552795,0.7265625,0.4743923611111111,0.1282051282051282,0.8333333333333334,0.2222222222222222
0.9100000000000003,0.5491329479768786,0.6806418219461698,0.9770114942528736,0.5279503105590062,0.6854838709677419,0.44478275181040156,0.11627906976744186,0.8333333333333334,0.20408163265306123
0.9200000000000003,0.5375722543352601,0.712991718426501,0.9879518072289156,0.5093167701863354,0.6721311475409836,0.44390871102539375,0.12222222222222222,0.9166666666666666,0.21568627450980393
0.9300000000000002,0.4913294797687861,0.6881469979296067,0.9866666666666667,0.45962732919254656,0.6271186440677966,0.41355932203389834,0.11224489795918367,0.9166666666666666,0.2
0.9400000000000002,0.4624277456647399,0.6726190476190476,0.9857142857142858,0.42857142857142855,0.5974025974025974,0.39435347261434217,0.10679611650485436,0.9166666666666666,0.19130434782608696
0.9500000000000002,0.4161849710982659,0.6863354037267081,1.0,0.37267080745341613,0.5429864253393665,0.36749321266968327,0.10619469026548672,1.0,0.192
